Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,day,month,Total_power_use
3.106,0.152,235.44,13.2,0,2,17,30,3,19
0.276,0.0,244.89,1.2,0,0,0,19,12,0
0.512,0.076,242.93,2.0,0,0,1,12,6,1
5.694,0.0,234.51,24.2,0,72,17,10,3,89
2.23,0.236,238.54,9.4,1,0,18,5,1,19
2.35,0.068,240.05,9.8,0,0,0,8,4,0
1.374,0.228,247.75,5.6,0,1,1,10,2,2
0.24,0.118,240.3,1.0,0,0,1,1,9,1
0.416,0.0,247.04,1.6,0,0,1,23,11,1
1.488,0.084,241.25,6.0,0,1,18,28,3,19
0.384,0.0,244.07,1.6,0,0,0,23,3,0
0.232,0.0,242.07,1.0,0,0,0,10,4,0
1.762,0.064,243.92,7.2,0,0,18,6,1,18
0.298,0.066,240.66,1.2,0,0,0,9,3,0
0.498,0.0,235.78,2.0,1,0,0,30,5,1
0.558,0.182,242.24,2.4,1,0,1,14,6,2
1.538,0.146,241.76,6.4,0,0,18,2,1,18
0.574,0.094,244.9,2.4,0,0,0,26,1,0
1.33,0.056,237.06,5.6,0,0,17,18,10,17
0.816,0.1,239.25,3.4,0,1,0,13,3,1
0.422,0.238,242.78,2.0,0,0,0,21,5,0
0.37,0.142,243.76,1.6,0,0,1,23,5,1
1.352,0.106,240.41,5.6,0,0,17,17,6,17
0.66,0.0,244.47,2.8,0,0,0,17,2,0
1.462,0.202,239.91,6.0,0,0,18,29,3,18
0.326,0.098,240.66,1.4,0,1,1,28,4,2
2.634,0.262,238.36,11.0,38,0,0,4,10,38
1.872,0.0,241.7,7.6,0,0,18,27,3,18
0.322,0.108,239.98,1.4,0,0,0,27,2,0
0.234,0.08,235.57,1.0,0,0,0,30,4,0
1.448,0.06,243.72,5.8,0,1,19,29,9,20
1.324,0.092,239.72,5.4,0,1,18,23,6,19
0.298,0.074,243.94,1.2,0,0,0,15,3,0
2.902,0.328,240.17,12.2,0,0,0,27,12,0
0.372,0.24,242.23,1.8,0,0,0,24,8,0
0.082,0.0,241.38,0.2,0,0,0,13,8,0
0.776,0.17,241.81,3.2,0,0,1,14,10,1
0.23,0.0,241.27,1.0,0,0,0,19,8,0
4.258,0.0,240.06,17.6,0,0,18,4,1,18
2.416,0.09,239.01,10.0,1,0,18,15,10,19
1.584,0.0,240.9,6.4,0,0,18,28,1,18
1.672,0.0,233.5,7.6,1,0,16,4,8,17
1.052,0.226,240.19,4.4,0,1,12,12,6,13
2.772,0.106,239.04,11.6,0,0,18,13,12,18
0.924,0.066,236.55,3.8,0,0,1,29,3,1
1.408,0.126,243.53,5.8,0,2,19,9,11,21
1.362,0.068,236.21,5.6,0,0,18,3,5,18
2.89,0.0,235.8,12.2,0,0,17,24,11,17
0.39,0.216,240.02,1.8,0,1,1,20,6,2
1.644,0.054,239.26,7.0,0,0,18,2,3,18
1.008,0.128,241.65,4.2,0,0,0,20,1,0
1.292,0.046,241.4,5.2,0,0,17,10,2,17
0.468,0.322,236.23,2.4,0,0,0,22,7,0
3.02,0.0,238.05,12.6,2,0,18,9,2,20
0.214,0.0,242.12,0.8,0,0,0,7,6,0
0.45,0.106,246.63,2.0,0,0,0,15,12,0
0.94,0.0,241.27,3.8,0,0,0,25,10,0
0.344,0.126,243.8,1.4,0,0,1,12,1,1
3.47,0.082,237.27,14.6,0,0,17,3,12,17
3.688,0.176,237.23,15.4,38,0,17,6,11,55
0.38,0.294,239.39,2.0,0,2,1,24,7,3
1.53,0.204,246.34,6.2,0,0,20,8,11,20
1.332,0.274,240.73,5.6,0,0,12,12,8,12
4.934,0.4,237.47,20.8,38,37,1,18,6,76
4.652,0.222,239.53,19.6,39,0,9,5,11,48
1.36,0.056,245.38,5.4,0,0,0,17,1,0
0.204,0.0,249.08,0.8,0,0,0,23,12,0
0.242,0.118,239.92,1.0,0,0,1,21,7,1
0.328,0.06,240.84,1.4,0,1,0,11,10,1
0.312,0.088,241.21,1.2,0,2,0,8,10,2
0.236,0.242,240.33,1.4,0,1,0,19,8,1
0.436,0.104,236.52,2.8,5,0,1,11,9,6
1.01,0.28,242.17,4.2,0,0,11,25,4,11
0.122,0.0,239.13,0.6,0,0,0,18,4,0
0.864,0.464,241.07,4.0,0,1,0,1,5,1
1.484,0.238,242.73,6.2,0,1,18,29,3,19
0.278,0.124,243.19,1.2,0,0,0,27,12,0
0.7,0.438,242.04,4.2,0,0,1,7,7,1
0.27,0.146,240.14,1.2,0,1,1,16,6,2
1.496,0.218,240.41,6.2,0,19,1,30,9,20
0.3,0.232,242.53,1.6,0,1,1,4,8,2
0.458,0.14,243.69,2.0,0,1,0,20,2,1
1.884,0.0,237.94,8.0,0,0,0,13,2,0
0.39,0.124,243.91,1.8,0,0,0,14,3,0
0.328,0.092,237.78,1.4,0,0,1,8,5,1
3.37,0.668,237.24,14.8,1,2,19,25,5,22
0.276,0.232,236.99,1.4,0,1,0,31,8,1
1.568,0.0,237.73,6.6,0,0,18,5,1,18
0.366,0.124,245.23,1.6,0,0,0,9,10,0
0.876,0.216,238.41,3.8,0,1,1,31,8,2
4.546,0.084,238.03,19.4,31,0,18,19,4,49
0.308,0.216,238.9,1.6,0,0,1,1,8,1
0.276,0.12,240.13,1.4,0,0,1,17,7,1
0.2,0.066,242.26,1.0,0,1,0,30,9,1
0.458,0.2,245.82,2.0,0,0,0,1,12,0
0.264,0.118,242.85,1.2,0,1,1,8,7,2
0.236,0.122,237.9,1.0,0,0,0,1,7,0
1.226,0.056,239.19,5.0,0,0,17,3,7,17
3.304,0.09,238.3,14.2,0,5,18,14,5,23
0.676,0.116,239.79,2.8,0,0,1,10,7,1
0.314,0.0,244.6,1.4,0,0,0,18,10,0
0.302,0.07,239.83,1.2,0,0,0,19,2,0
1.372,0.19,235.17,5.8,0,0,17,22,7,17
0.288,0.052,247.07,1.2,0,0,0,21,1,0
2.13,0.094,238.21,9.4,0,0,0,14,1,0
0.242,0.0,243.02,1.0,1,0,1,29,7,2
2.01,0.138,239.72,8.6,1,0,24,5,2,25
1.476,0.32,239.32,6.2,0,1,18,23,7,19
0.334,0.08,239.39,1.4,0,0,0,29,8,0
2.496,0.556,238.25,11.2,13,1,18,24,4,32
0.94,0.28,240.15,4.0,0,0,13,26,5,13
0.302,0.066,242.51,1.2,0,0,0,9,1,0
1.034,0.134,239.75,4.2,0,0,1,2,5,1
1.07,0.202,242.13,5.2,2,0,0,9,3,2
0.534,0.0,240.45,2.2,0,0,1,18,10,1
0.3,0.072,245.99,1.2,0,0,0,5,2,0
0.8,0.206,240.04,3.4,0,2,1,12,3,3
0.438,0.18,238.78,2.0,0,0,1,23,4,1
0.556,0.08,242.18,2.2,0,0,0,22,10,0
0.274,0.0,245.39,1.0,0,0,1,22,9,1
0.344,0.126,249.01,1.4,0,1,1,9,3,2
0.252,0.072,240.35,1.0,0,0,1,10,9,1
0.214,0.0,242.34,1.0,0,0,0,18,1,0
2.31,0.406,238.15,10.2,1,1,18,20,9,20
2.152,0.164,235.12,9.2,2,0,17,11,11,19
4.76,0.314,237.48,20.0,0,42,17,31,1,59
0.082,0.0,241.39,0.2,0,0,0,9,8,0
0.56,0.214,243.44,2.6,0,0,0,26,3,0
1.036,0.338,239.56,4.6,0,0,13,14,7,13
2.578,0.234,237.81,10.8,0,2,0,31,12,2
0.302,0.22,235.62,1.6,0,1,1,15,6,2
1.49,0.206,237.4,6.2,0,0,0,6,3,0
0.158,0.098,241.95,0.8,0,0,0,17,8,0
0.408,0.216,244.31,1.8,0,0,1,19,11,1
0.422,0.294,242.57,2.0,0,1,1,30,3,2
1.414,0.0,237.94,5.8,0,0,18,21,2,18
0.214,0.104,234.33,1.0,0,1,0,3,8,1
1.468,0.136,239.79,6.2,0,2,0,12,5,2
0.268,0.104,240.46,1.2,0,0,1,4,6,1
5.352,0.052,233.86,23.2,31,0,17,13,1,48
3.044,0.234,239.46,12.6,0,4,19,9,1,23
1.388,0.076,239.99,5.8,0,0,18,17,12,18
0.378,0.344,238.24,2.0,0,1,0,2,8,1
1.364,0.216,239.13,5.6,0,0,18,29,8,18
0.126,0.0,243.27,0.6,0,0,0,12,9,0
0.216,0.0,243.3,1.0,0,0,0,16,1,0
0.216,0.118,240.84,1.0,0,1,1,7,7,2
0.902,0.0,240.59,3.8,0,0,0,20,1,0
0.406,0.05,241.92,1.6,0,0,0,25,12,0
0.718,0.38,247.0,3.2,2,0,0,30,3,2
0.592,0.0,238.48,2.4,0,0,1,18,9,1
0.176,0.07,240.03,0.8,0,0,0,12,6,0
4.578,0.0,237.99,19.2,37,0,0,26,11,37
0.182,0.0,240.3,1.0,0,0,0,17,7,0
0.344,0.204,238.61,1.6,0,2,0,11,9,2
0.324,0.102,243.95,1.4,0,0,0,19,10,0
0.318,0.124,242.49,1.4,0,0,0,10,4,0
0.252,0.114,241.27,1.2,0,1,1,27,5,2
1.366,0.102,239.58,5.6,0,0,17,13,4,17
0.514,0.068,243.95,2.4,0,0,0,30,10,0
0.33,0.126,243.55,1.6,0,2,0,27,3,2
0.192,0.06,243.6,0.8,0,0,1,11,8,1
1.774,0.078,238.83,7.4,1,0,18,12,5,19
4.048,0.366,239.08,17.6,7,28,18,17,10,53
0.23,0.084,240.66,1.0,0,2,0,25,6,2
0.176,0.078,239.64,0.8,0,1,0,23,9,1
4.566,0.14,239.99,19.0,1,37,17,24,12,55
0.42,0.07,241.01,1.8,0,0,0,15,7,0
3.67,0.098,238.19,15.4,0,0,18,2,2,18
0.472,0.082,243.5,2.0,0,0,0,6,7,0
0.228,0.0,241.28,1.0,0,0,0,6,2,0
3.498,0.272,239.53,14.6,39,6,1,21,11,46
0.262,0.132,243.23,1.2,0,0,0,29,6,0
3.254,0.132,242.83,14.0,0,0,18,27,11,18
0.978,0.09,240.44,4.2,0,0,0,16,10,0
1.48,0.192,240.76,6.2,0,0,19,6,10,19
1.43,0.102,240.79,5.8,0,0,0,28,11,0
1.574,0.064,234.15,6.6,0,0,0,12,2,0
0.394,0.34,239.93,2.2,0,1,0,9,8,1
1.286,0.156,238.45,5.4,0,0,18,4,7,18
0.354,0.08,244.91,1.4,0,0,0,17,5,0
1.372,0.172,242.95,5.6,0,0,1,7,5,1
1.01,0.07,243.2,4.2,0,0,1,29,9,1
2.072,0.32,231.62,9.0,0,1,18,1,11,19
0.628,0.232,243.34,2.6,0,0,0,19,7,0
0.41,0.056,237.58,2.0,0,0,0,20,5,0
0.268,0.054,244.44,1.2,0,0,0,5,12,0
1.858,0.068,236.04,7.8,0,0,18,5,5,18
0.3,0.108,242.44,1.2,0,1,0,6,4,1
0.456,0.104,243.88,2.2,0,0,1,11,5,1
2.904,0.284,238.1,13.2,17,0,0,17,4,17
2.356,0.126,236.62,10.0,0,0,18,7,11,18
3.124,0.38,242.51,13.0,1,0,18,13,12,19
0.654,0.128,249.76,2.6,0,0,0,22,12,0
0.226,0.116,236.81,1.0,0,0,0,6,5,0
0.278,0.096,240.36,1.2,0,0,0,21,6,0
1.71,0.068,243.51,7.0,0,0,19,30,12,19
2.116,0.0,239.41,9.6,0,0,18,20,4,18
4.206,0.408,235.49,18.0,33,0,17,16,5,50
0.278,0.0,244.69,1.2,0,0,0,2,2,0
1.702,0.062,253.27,6.6,0,0,20,21,12,20
2.068,0.394,239.11,8.8,0,0,29,13,9,29
2.09,0.074,240.47,8.6,0,0,29,15,5,29
1.234,0.08,232.99,5.2,0,0,18,6,5,18
1.066,0.282,238.87,4.6,0,1,0,15,7,1
0.206,0.104,240.68,1.0,0,0,1,7,8,1
4.438,0.214,235.12,18.8,37,1,0,18,2,38
1.302,0.0,240.9,5.4,0,0,18,8,1,18
2.534,0.084,239.95,10.4,38,0,0,17,8,38
2.93,0.106,238.73,12.2,2,0,18,29,11,20
0.366,0.104,242.65,1.6,0,0,0,19,7,0
0.432,0.218,240.11,2.0,0,0,1,24,7,1
1.442,0.08,238.87,6.0,0,0,18,14,10,18
3.6,0.098,236.66,15.6,27,0,17,2,9,44
2.016,0.0,236.45,8.6,0,0,0,24,1,0
1.776,0.118,238.28,7.4,0,1,17,30,12,18
0.312,0.238,241.63,1.6,0,0,1,2,8,1
0.782,0.226,238.13,4.0,0,1,9,22,7,10
0.26,0.0,243.11,1.0,0,0,0,5,11,0
1.654,0.206,242.58,6.8,0,2,0,31,1,2
1.448,0.164,236.47,6.2,0,1,18,10,6,19
3.308,0.284,239.31,13.8,0,1,18,10,1,19
0.124,0.088,240.59,0.6,0,1,1,12,8,2
1.316,0.094,236.14,5.6,2,0,18,27,6,20
0.28,0.102,247.66,1.2,0,2,0,23,12,2
1.454,0.09,240.95,6.0,0,0,18,16,4,18
1.664,0.0,238.95,7.0,0,1,0,21,11,1
3.34,0.08,239.34,13.8,37,0,0,29,12,37
0.21,0.106,241.11,1.0,0,1,0,12,7,1
0.386,0.188,239.5,1.8,0,0,0,13,10,0
4.272,0.192,238.44,17.8,37,0,18,15,10,55
0.27,0.0,242.27,1.2,0,0,0,17,11,0
0.402,0.092,239.82,1.8,0,0,1,19,4,1
1.486,0.0,237.86,6.2,1,0,18,31,3,19
0.538,0.056,244.41,2.2,0,0,0,22,10,0
1.276,0.0,240.12,5.2,0,0,17,1,1,17
0.334,0.256,241.8,1.6,0,1,1,17,9,2
1.436,0.102,242.83,5.8,0,0,18,18,2,18
2.874,0.076,237.64,12.0,0,0,18,30,11,18
1.444,0.11,242.44,5.8,0,0,18,21,4,18
3.002,0.118,242.23,12.4,2,0,18,29,11,20
0.326,0.084,241.82,1.4,0,2,1,15,5,3
1.018,0.382,237.46,4.6,0,1,12,13,7,13
1.544,0.0,237.61,6.4,1,0,1,16,9,2
0.802,0.124,244.09,3.2,0,0,1,5,5,1
0.216,0.074,237.91,1.0,0,0,0,2,9,0
1.698,0.0,240.56,7.0,0,0,1,1,12,1
0.204,0.11,234.63,1.0,0,1,0,10,8,1
1.986,0.282,239.11,8.4,0,1,1,3,10,2
2.404,0.096,239.36,10.2,0,8,0,21,3,8
0.32,0.234,243.95,1.6,0,2,0,15,7,2
0.218,0.13,243.36,1.0,0,1,1,5,8,2
0.296,0.0,232.01,1.4,0,0,1,28,5,1
1.166,0.216,240.15,4.8,0,1,0,19,10,1
0.282,0.064,238.61,1.2,0,0,0,7,3,0
1.762,0.066,241.96,7.2,0,0,18,20,10,18
2.466,0.384,238.52,10.8,0,34,0,19,8,34
1.486,0.216,240.96,6.2,0,1,17,8,3,18
0.434,0.352,241.9,2.2,0,1,0,22,9,1
1.404,0.0,234.96,6.0,0,0,17,26,5,17
1.938,0.2,238.91,8.8,0,1,17,24,3,18
1.004,0.0,238.3,4.2,0,0,1,8,5,1
1.522,0.068,238.16,6.4,0,0,18,24,10,18
1.228,0.052,240.67,5.0,2,0,1,5,5,3
0.248,0.0,246.4,1.0,0,0,0,19,1,0
1.44,0.0,245.58,5.8,0,0,18,16,12,18
0.398,0.248,245.47,1.8,0,0,0,9,2,0
1.412,0.102,239.9,5.8,0,0,18,22,5,18
0.21,0.0,242.3,0.8,0,0,0,17,1,0
0.146,0.0,239.04,0.6,0,0,1,21,7,1
0.33,0.12,242.62,1.4,0,0,1,22,9,1
0.342,0.14,242.93,1.4,0,2,1,21,5,3
0.196,0.118,234.5,1.0,0,0,0,8,8,0
0.54,0.068,244.22,2.4,0,0,0,30,10,0
0.302,0.254,241.88,1.6,0,1,1,6,7,2
2.43,0.0,244.09,9.8,0,0,18,29,12,18
0.494,0.066,235.05,2.0,0,0,0,1,5,0
3.84,0.0,232.27,16.4,0,37,17,29,2,54
1.412,0.072,243.5,5.8,0,0,18,4,3,18
0.342,0.23,239.4,1.8,0,0,0,14,6,0
0.992,0.436,241.63,4.4,0,1,12,7,7,13
0.224,0.124,241.85,1.0,0,0,0,5,7,0
0.308,0.084,239.46,1.4,0,0,0,1,7,0
0.422,0.192,242.97,1.8,0,1,0,2,10,1
0.246,0.0,242.42,1.0,0,0,0,19,1,0
0.34,0.122,243.4,1.4,0,0,1,26,3,1
0.202,0.124,237.59,1.0,0,0,0,29,7,0
0.33,0.094,240.38,1.4,0,0,1,24,7,1
0.206,0.104,240.36,1.0,0,0,0,20,9,0
0.432,0.224,245.22,2.0,0,0,0,8,5,0
1.348,0.11,239.78,5.6,0,0,1,7,12,1
0.292,0.092,240.66,1.2,0,0,0,28,2,0
1.436,0.068,242.59,5.8,0,0,19,18,2,19
0.104,0.0,241.4,0.4,0,0,0,18,8,0
0.304,0.068,246.48,1.2,0,0,0,25,3,0
1.706,0.08,244.55,7.0,0,0,0,15,12,0
0.478,0.17,239.9,2.0,0,0,0,17,2,0
0.254,0.126,242.96,1.2,0,0,1,21,8,1
0.876,0.07,238.52,3.6,0,0,0,14,2,0
0.388,0.222,242.21,1.8,0,0,1,27,10,1
0.298,0.078,244.03,1.2,0,0,0,11,2,0
0.4,0.24,247.41,1.8,0,1,0,26,12,1
0.904,0.118,243.79,3.8,0,0,0,4,1,0
0.6,0.216,239.37,2.8,0,1,0,18,11,1
0.312,0.076,243.33,1.2,0,0,0,8,5,0
0.446,0.084,239.82,2.0,0,0,0,12,4,0
0.88,0.19,242.63,3.8,0,0,0,9,3,0
0.958,0.488,244.4,4.4,0,2,0,25,12,2
0.324,0.1,241.15,1.4,0,1,0,8,6,1
0.23,0.078,241.19,1.0,0,0,1,31,7,1
1.288,0.208,240.73,5.4,0,0,0,22,10,0
0.138,0.0,241.15,0.6,0,0,1,24,6,1
0.418,0.22,246.04,2.0,0,0,1,20,11,1
1.27,0.0,241.06,5.2,0,0,0,6,11,0
0.218,0.118,244.04,1.0,0,0,0,19,9,0
0.25,0.11,238.72,1.2,0,0,1,28,7,1
0.272,0.0,245.59,1.2,0,0,0,16,2,0
0.29,0.146,240.11,1.4,0,0,1,17,5,1
1.706,0.404,241.12,7.2,0,0,18,14,1,18
1.322,0.118,241.39,5.4,0,0,18,4,7,18
2.59,0.194,238.89,10.8,0,0,18,29,4,18
0.258,0.116,241.77,1.2,0,0,0,20,7,0
0.184,0.0,239.48,0.8,0,0,0,6,9,0
0.262,0.0,235.99,1.2,0,0,0,1,11,0
2.444,0.086,244.07,10.0,0,0,18,27,12,18
0.174,0.0,242.78,0.8,0,0,1,1,6,1
1.36,0.082,231.97,5.8,0,0,16,28,5,16
0.42,0.282,245.73,2.0,0,1,0,9,6,1
2.57,0.058,239.64,10.6,38,1,0,21,2,39
0.268,0.104,237.85,1.2,0,1,0,15,7,1
1.042,0.128,241.64,4.4,0,2,0,8,4,2
0.252,0.0,239.14,1.0,0,0,1,26,4,1
1.566,0.0,240.93,6.4,0,0,18,21,3,18
0.246,0.254,240.33,1.4,0,0,0,16,8,0
0.224,0.0,238.9,1.0,0,0,0,7,12,0
0.206,0.142,243.46,1.0,0,0,0,18,8,0
1.994,0.152,239.25,8.4,0,0,0,9,12,0
0.806,0.0,240.28,3.4,0,0,0,2,10,0
4.146,0.048,243.84,18.4,0,0,0,22,12,0
1.57,0.0,243.62,6.4,0,0,19,30,1,19
2.388,0.0,241.56,9.8,0,1,18,22,2,19
0.604,0.084,243.74,2.6,0,0,0,10,2,0
0.364,0.236,243.34,1.8,0,1,1,28,8,2
0.404,0.06,241.89,1.8,0,0,1,14,6,1
0.384,0.246,242.99,1.8,0,2,0,20,12,2
0.302,0.114,242.93,1.4,0,0,1,14,6,1
0.214,0.0,240.01,0.8,0,0,0,24,2,0
1.226,0.278,239.31,5.2,0,0,1,16,1,1
0.228,0.126,243.12,1.0,0,0,1,15,8,1
0.208,0.086,236.56,1.0,0,0,0,24,7,0
1.256,0.0,238.89,5.2,0,0,0,11,12,0
2.0,0.0,238.44,8.4,0,0,0,7,2,0
2.888,0.0,238.5,12.0,0,0,18,17,8,18
2.362,0.0,243.03,9.6,0,0,0,20,2,0
0.248,0.154,242.59,1.2,0,0,1,27,8,1
1.354,0.06,241.25,5.6,0,0,18,23,12,18
1.36,0.188,237.2,5.8,0,0,18,5,8,18
2.474,0.068,238.75,10.4,0,0,0,29,12,0
1.432,0.16,236.86,6.0,0,1,18,22,2,19
0.22,0.0,242.5,0.8,0,0,0,25,2,0
1.422,0.172,237.4,6.0,0,0,18,25,5,18
2.11,0.0,238.63,8.8,0,0,18,12,1,18
2.662,0.0,237.88,11.2,0,0,17,8,12,17
0.722,0.288,243.64,3.2,0,2,0,17,5,2
4.25,0.22,237.95,18.0,38,2,0,15,2,40
0.522,0.062,239.16,2.2,0,0,1,14,9,1
0.314,0.0,242.13,1.4,0,0,0,24,4,0
2.638,0.224,241.47,11.0,0,0,18,18,1,18
1.45,0.178,246.55,5.8,0,0,19,30,12,19
0.226,0.0,240.23,1.0,0,0,0,25,2,0
2.374,0.322,238.89,10.0,0,0,29,5,10,29
0.566,0.126,240.7,2.4,0,1,0,21,2,1
0.592,0.226,241.24,2.6,0,1,0,5,9,1
1.698,0.374,244.04,7.2,0,0,1,29,12,1
2.746,0.0,238.33,11.4,0,0,17,26,1,17
1.412,0.048,242.97,5.8,0,0,18,28,1,18
0.08,0.0,240.54,0.2,0,0,1,31,8,1
2.434,0.0,242.91,10.0,0,0,19,10,4,19
1.794,0.0,240.61,7.4,0,0,18,14,9,18
1.508,0.124,241.77,6.2,0,1,18,24,10,19
2.62,0.19,238.74,11.0,0,0,18,1,6,18
1.63,0.118,239.84,6.8,0,0,18,28,4,18
0.21,0.0,238.09,0.8,0,0,0,25,2,0
1.45,0.172,241.08,6.0,0,2,19,29,4,21
0.366,0.0,244.54,1.4,2,0,1,29,10,3
1.33,0.096,237.79,5.6,0,0,18,23,6,18
0.502,0.24,239.75,2.2,0,1,0,7,4,1
1.972,0.062,238.0,8.2,0,0,1,21,11,1
0.394,0.104,242.69,1.8,0,0,0,2,4,0
0.408,0.172,240.1,1.8,0,1,1,10,10,2
2.17,0.06,237.69,9.2,0,1,18,6,10,19
0.27,0.114,243.94,1.2,0,0,1,14,9,1
1.926,0.07,241.6,8.0,0,0,18,4,2,18
0.284,0.222,240.21,1.4,0,1,0,18,4,1
0.324,0.09,249.04,1.2,0,0,0,19,12,0
5.362,0.356,234.05,23.0,37,0,0,27,12,37
0.914,0.05,244.71,3.6,0,0,0,28,3,0
1.748,0.108,240.48,7.2,0,0,19,23,1,19
1.65,0.392,246.65,6.8,0,1,19,13,12,20
3.928,0.296,236.19,16.6,38,0,0,27,1,38
1.398,0.0,239.8,5.8,0,0,18,20,5,18
1.672,0.066,240.41,6.8,0,0,19,1,9,19
2.666,0.16,239.36,11.2,0,0,18,2,6,18
0.646,0.0,240.47,2.8,0,0,1,11,7,1
0.204,0.0,240.83,0.8,0,0,0,28,10,0
0.358,0.06,242.78,1.6,0,0,0,2,4,0
1.292,0.0,239.67,5.4,0,0,0,19,1,0
0.298,0.236,241.37,1.6,0,0,1,13,7,1
1.258,0.07,238.95,5.2,0,0,18,12,7,18
0.218,0.0,244.76,0.8,0,0,0,11,12,0
0.476,0.054,239.67,2.2,0,0,0,26,10,0
0.208,0.0,240.94,0.8,0,0,0,4,11,0
2.116,0.168,236.85,9.0,0,0,18,7,11,18
1.388,0.068,244.8,5.6,0,0,0,13,1,0
2.534,0.088,238.02,10.6,0,0,17,22,1,17
0.34,0.282,243.08,1.8,0,1,0,25,7,1
0.08,0.0,239.9,0.2,0,0,0,29,8,0
2.292,0.268,240.18,9.6,0,1,18,26,3,19
0.446,0.142,240.47,2.0,0,0,1,3,5,1
1.302,0.0,239.36,5.6,0,0,17,31,7,17
0.08,0.0,239.84,0.2,0,0,1,21,8,1
0.122,0.0,239.7,0.6,0,0,0,10,9,0
1.462,0.178,233.99,6.2,0,2,17,8,6,19
0.08,0.0,241.47,0.2,0,0,1,23,8,1
0.348,0.13,241.9,1.4,0,0,1,30,12,1
0.214,0.122,238.47,1.0,0,0,0,22,6,0
2.132,0.0,238.44,8.8,0,0,0,15,8,0
0.152,0.0,243.57,0.6,0,0,0,4,7,0
0.46,0.12,243.67,1.8,0,0,0,25,3,0
0.328,0.07,241.15,1.8,0,0,4,7,7,4
0.326,0.0,240.87,1.4,0,0,0,16,4,0
0.382,0.0,236.72,2.0,0,0,0,4,8,0
1.552,0.144,240.67,6.4,0,0,1,5,5,1
0.364,0.0,240.95,2.2,0,0,0,27,7,0
2.756,0.244,239.57,11.4,0,0,18,1,10,18
0.23,0.136,242.97,1.0,0,0,1,12,7,1
0.774,0.192,239.98,3.4,0,1,0,2,3,1
0.29,0.06,240.14,1.4,0,0,0,20,11,0
0.422,0.114,241.07,1.8,0,1,1,30,3,2
1.386,0.0,233.98,6.0,0,0,0,14,1,0
0.33,0.1,243.48,1.4,0,0,0,9,1,0
0.176,0.1,239.25,0.8,0,0,0,18,8,0
0.996,0.252,244.97,4.2,0,0,12,29,4,12
1.892,0.0,239.89,7.8,0,0,0,9,12,0
1.584,0.134,237.74,6.6,0,0,18,6,9,18
1.398,0.0,239.33,5.8,0,1,18,24,11,19
0.366,0.196,238.36,1.6,0,2,0,17,5,2
0.264,0.052,244.17,1.2,0,0,0,1,3,0
0.998,0.0,242.0,4.0,0,0,0,18,1,0
1.284,0.086,239.71,5.4,0,0,17,16,6,17
0.592,0.092,237.48,2.4,0,0,0,3,3,0
2.304,0.124,239.98,9.6,0,0,19,20,10,19
1.362,0.126,240.55,5.6,0,0,18,23,5,18
0.268,0.27,240.0,1.4,0,2,0,18,8,2
0.21,0.0,240.24,1.0,0,0,0,25,7,0
1.974,0.052,241.22,8.2,0,0,19,2,2,19
0.772,0.132,240.81,3.2,0,0,12,9,8,12
1.092,0.0,241.8,4.4,0,0,1,15,5,1
2.074,0.07,238.84,8.6,0,0,17,29,1,17
1.258,0.108,239.45,5.2,0,1,18,15,6,19
2.01,0.048,244.72,8.2,0,0,19,26,2,19
1.5,0.138,242.92,6.2,0,1,19,8,10,20
0.542,0.0,243.97,2.2,0,0,0,2,4,0
0.406,0.0,245.25,2.0,0,0,1,3,5,1
2.142,0.0,240.81,8.8,0,0,18,4,12,18
1.202,0.0,236.62,5.0,0,0,17,23,9,17
0.21,0.0,239.83,1.0,0,0,0,2,6,0
0.456,0.19,240.37,2.0,0,1,1,13,10,2
0.252,0.0,240.51,1.0,0,0,1,24,4,1
1.916,0.27,239.67,8.0,0,0,18,8,11,18
0.178,0.0,239.58,0.8,0,0,1,19,5,1
0.9,0.0,239.31,3.8,0,0,1,18,7,1
5.266,0.488,239.32,22.4,0,49,0,30,12,49
0.14,0.0,237.68,0.6,0,0,0,3,8,0
0.264,0.0,245.24,1.0,0,0,1,15,5,1
0.314,0.0,240.62,1.4,0,0,0,18,10,0
2.444,0.092,239.9,10.2,0,2,18,14,10,20
0.308,0.236,242.5,1.6,0,0,0,22,8,0
0.384,0.326,239.89,2.0,0,1,1,2,8,2
0.228,0.0,241.05,1.0,0,0,0,13,3,0
0.212,0.108,242.02,1.0,0,0,1,31,5,1
0.21,0.102,242.8,1.0,0,0,1,20,8,1
0.158,0.0,242.6,0.6,0,0,0,19,9,0
0.922,0.056,245.2,3.8,0,0,0,10,3,0
0.314,0.154,248.62,1.4,0,1,0,26,1,1
5.848,0.37,240.36,24.4,49,1,19,14,1,69
1.65,0.076,237.46,7.0,0,0,18,9,5,18
1.658,0.098,240.22,7.4,3,1,18,23,3,22
0.45,0.266,242.71,2.2,0,1,0,13,3,1
0.302,0.2,239.79,1.4,0,1,1,9,9,2
3.784,0.05,235.92,16.0,0,0,17,18,1,17
1.54,0.142,234.67,6.6,0,1,1,16,10,2
2.102,0.168,236.68,8.8,0,0,28,26,4,28
0.328,0.098,236.26,1.4,0,0,0,17,5,0
0.384,0.226,241.04,1.8,0,1,0,27,10,1
0.208,0.142,240.98,1.0,0,0,0,21,8,0
0.174,0.08,239.48,0.8,0,0,0,15,8,0
